Hospital Names,Addresses,Category,Contact Info
Santiago Pediatric Hospital,"Address: JP. Rizal Street, Poblacion, Sta. Maria, Bulacan, Philippines",Category: Level 1/ Primary,Contact No.: 044-6411720
Magtabog General Hospital,Address: Sta. Cruz Davao del Sur,Category:Level 1/Primary,Contact No. 0920-9625098
Rodolfo Morales Medical Clinic,Address: Sta. Maria Davao del Sur,Category: Level 1/Primary,Contact No.none
San Geronimo General Hospital,"Address: Taghangin, San Juan, Morong, Rizal",Category: Level 2/Secondary,Contact No.: 691-6241
Santissima Trinidad Hospital,"Address: Mabini, Pinagbakahan, Malolos City, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-7917331/7906525
Sta. Maria Medical Clinic & Hospital,"Address: Sta. Maria, Davao del Sur",Category:Level 1/Primary,Contact No.0920-5972697
"Santos General Hospital of Malolos, Inc.","Address: F. Estrella Street, Sto. Rosario, Malolos City, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-7910559/0665
Diones Hospital,"Address: Sulop, Davao del Sur",Category:Level 1/Primary,Contact No.0917-6110545
Sulop Medical Clinic,"Address: Sulop, Davao del Sur",Category:Level 1/Primary,Contact No.0918-5015099
St. Francis of Assissi Maternity & General Hospital,"Adress: St. Francis Street, Gasak, Meycauayan, Bulacan Philippines",Category: Level 2/ Secondary,Contact No.: 044-8400019
Alterado General Hospital,"Address:R. Castillo St., Agdao, Davao del Sul",Category:Level 3/Tertiary,Contact No.082-2223358
"St. Mary's Medical Services, Inc.","Address: JP Rizal Street, Sta. Maria, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-6411416
Davao Medical School Foundation Hosp,"Address: Bajada, Davao City",Category:Level 3/Tertiary,Contact No.082-2279330
St. Michael Family Hospital,"Address: C. Santiago Street, Poblacion 2, Marilao, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-7111832 / 9330060
Gig. Oca Robles Seamen's Hospital,"Address:R. Castillo St., Davao city",Category:Level 3/Tertiary,Contact No.082-2347185
United Balagtas Doctors Hospital Corporation,"Address: 516 Brgy. Wawa, Balagtas, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-6932062/2992
Principe Community Medical Hospital,"Address:Baguio District, Davao City",Category:Level 1/Primary,Contact No.082-7051512
Davao Adventist Hospital,"Address: Km. 7, McArthur Hi-way, Bangkal",Davao City,Category:Level 3/Tertiary
Clinica Isaguirre,"Address: Calinan, Davao del Sur",Category:Level 1/Primary,Contact No.082-2950055
Meycauayan Doctor's Hospital Inc.,"Address: Km.18, Mc Arthur Highway, Banga, Meycauayan, Bulacan, Philippines",Category: Level 3/ Tertiary,Contact No.: 044-8407918; 9353450
N-Med-Care Hospital,"Address: 143 A. Mabini, Burgos, Rodriguez, Rizal",Category: Level 1/Primary,Contact No.: (092) 941-4031
H-Vill Hospital,"Address: 82 J.P. Rizal St., Manggahan, Rodriguez, Rizal",Category: Level 2/Secondary,Contact No.: 997-9627 / 997-8849
Clinica Feliciano II,"Address: Calinan, Davao City",Category: Level 1/Primary,Contact No.082-2950070
Mt. Carmel Hospital Medical Center of Bulacan Corporation,"Address; Mc-Arthur Highway, Bunlo, Bocaue, Bulacan, Philippines",Category: Level 3/ Tertiary,Contact No.: 044-2786239
"St. Mattheus Medical Hospital, Inc.","Address: 60 Gen. Luna, Banaba, San Mateo, Rizal",Category: Level 2/Secondary,Contact No.: 997-3736/1741
"Dr. Lorenzo B. Principe Clinic And Drugstore, Inc.","Address: Calinan, Davao City",Category:Level 1/Primary,Contact No.082-2950233
Nazarenus College Foundation Hospital,"Address: 133 Mc-Arthur Highway, Marilao- Meycauayan Boundary, Bulacan, Philippines",Category: Level 3/ Tertiary,Contact No.: 044-8407948/7115249
Isaac T. Robillo Memorial Hospital,"Address: Calinan, Davao City",Category: Level 2/Secondary,Contact No.082-2950200
"St. Paul Hospital Bulacan, Inc.","Address: 187JP Rizal St.Biñang II, Bocaue, Bulacan, Philippines",Category:Level 3/ Tertiary,Contact No.: 044-6925964/2786123
Community Health And Development Cooperative Hospital,"Address:Anda Riverside, City Proper, Davao City",Category:Level 2/Secondary,Contact No.082-2210808
Tanay Community Hospital,"Address: 60 Gen. Luna, Banaba, San Mateo, Rizal",Category: Level 2/Secondary,Contact No.: 654-0204
Carranglan Medicare & Community Hospital,"Address: Quezon Street, Brgy. F.C., Otic, Carranglan, Nueva Ecija",Category:,Contact No.:
Tanay General Hospital,"Address: F.T. Catapusan St., Tanay, Rizal",Category: Level 3/Tertiary,Contact No.: 654-1049 / 693-1545
"Ricardo Limso Medical Center, Inc.",Address: V. Ilustre St. Davao City,Category: Level 4/Specialty,Contact No.082-2263688
Fort Magsaysay Army Station Hospital,"Address: 7th ID, Fort Ramon Magsaysay, Palayan City, Nueva Ecija, Philippines",Category: level 1/ Primary,Contact No.: 044-9632116
Manila East Medical Center,"Address: Manila East Road., Brgy. Dolores, Taytay, Rizal",Category: Level 3/Tertiary,Contact No.: 660-0000
"Brokenshire Integrated Health Ministries, Inc.","Address:Madapo Hills, Davao City",Category: Level 4/Tertiary,Contact No. 082-3053170
Dela Cerna Medical Clinic,"Address: Mandug, Davao City",Category:Level 1/Primary,Contact No.082-3000223
Antipolo Doctors Hospital,"Address: M.L. Quezon Ext., Dalig, Antipolo City, Rizal",Category: Level 2/Secondary,Contact No.: 697-2006 / 650-8269
Davao Doctors' Hospital,"Address: 118 E. Quirino Avenue, Davao city",Category:Level 4/Specialty,Contact No.082-2271927
Unciano Medical Center,"Address: Circumferential Rd., San Roque, Antipolo City, Rizal",Category: Level 3/Tertiary,Contact No.: 697-0170
"San Pedro Hospital Of Davao City, Inc.",Address: Guererro St. Davao City,Category:Level 4/Specialty,Contact No.082-2214950
Gabaldon Medicare & Community Hospital,"Address: Sampaguita St. South Poblacion, Gabaldon, Nueva Ecija",Category: Level 1/ Primary,Contact No.: 0921-5564619
Blessed Trinity Maternity and Medical Hospital,"Address: Bufer Bldg., Avatec Road, Marcos HIghway, Mayamot, Antipolo City, Rizal",Category: Level 1/Primary,Contact No.: 681-2755/5291
Gapan District Hospital,"Address: Bayanihan, Gapan, Nueva Ecija, Philippines",Category: Level 2/ Secondary,Contact No.: 044-4863346; 4865046
"Mmgh And Health Services Coop., Inc.","Address: Leon Garcia St., Sta. Ana",Davao City,Category:Level 3/Tertiary
Gen. Tinio Medicare & Community Hospital,"Address: Brgy. San Pedro, Gulod, General Tinio, Nueva Ecija, Philippines",Category: Level 1/ Primary,Contact No.: 0926-3539242
Holy Spirit Of Mintal Clinic,"Address: Sampaguita St., Mintal Davo City",Category:Level 2/Secondary,Contact No.082-2930236
Integrated City Health Office (formerly Palayan City Emergency Hospital),"Address: Caimito, Palayan City, Nueva Ecija, Philippines",Category: Level 1/ Primary,Contact No.: 044-9581568
Soriano-Leyble Medical and Maternity Hospital,"Address: 144 San Jose St., San Isidro, Antipolo City, Rizal",Category: Level 1/Primary,Contact No.: 697-1659 / 630-6869
"Cabiao General Hospital, Inc.","Address: San Fernando Sur, Cabiao, Nueva Ecija, Philippines",Category: Level 2/ Secondary,Contact No.: 044-4866337
Antipolo City Medical Hospital,"Address: 126 Sumulong Highway, Antipolo City, Rizal",Category: Level 2/Secondary,Contact No.: 646-4326 / 646-4647
Buda Community Health Care Center,"Address: Marilog District, Davao City",Category:Level 1/Primary,Contact No.none
St. Felix Hospital,"Address: Toril, Davao City",Category: Level 1/Primary,Contact No.none
Malta Medical Center,"Address: Toril, Davao City",Category: Level 1/Primary,Contact No.082-2914188
Bullecer Medical Clinic,"Address: Rasay St., Toril, Davao City",Category:Level 1/Primary,Contact No.082-2910723
Davao Mediquest Hospital Inc.,"Address: Kik's Bldg., Saavedra St., Toril, Davao City",Category: Level 2/Secondary,Contact No.082-2910229
Ernesto Guadalope Medical Clinic & Laboratory,"Address:Jamin St., San Nicolas, Dalilao, Toril, Davao City",Category:Level 1/Primary,Contact No.082-2911054
Malate Medical Clinic,"Address: Toril, Davao City",Category: Level 1/Primary,Contact No.082-2910383
Dr. Apollo Duque Memorial Hospital,"Address: 5 San Juan North, Cabiao, Nueva Ecija, Philippines",Category: Level 1/ Primary,Contact No.: 044-4862904
St. John Hospital,"Address: Rasay St., Toril, Davao City",Category: Level 2/Secondary,Contact No.082-2910365
Dr. Gloria Lacson General Hospital,"Address: 180 Castellano, San Leonardo, Nueva Ecija, Philippines",Category: Level 2/ Secondary,Contact No.: 044-4862432
St. Mary's General Hospital,"Address: Toril, Davao City",Category:Level 1/Primary,Contact No.082-2910883
Acosta Clinic,"Address: Toril, Davao City",Category:Level 1/Primary,Contact No.082-2914527
"Gen. Tinio Doctors & General Hospital, Corp.","Address: Enrica Village, Concepcion, Gen. Tinio, Nueva Eci",Category: N/A,Contact No.:N/A
St. Camillus Hospital,"Address: Madang, Mati, Davao Orriental",Category:Level 2/Secondary,Contact No.087-3883682
Gonzales General Hospital,"Address: Diversion Road, San Leonardo, Nueva, Ecija, Philippines",Category: Level 2/ Secondary,Contact No.: 044-6041314
Guimba General Hospital,"Address: Bagain Street, Sta. Veronica Subdivision, Guimba, Nueva Ecija, Philippines",Category: Level 2/ Secondary,Contact No.: 044-6111416
St. John Medical & Maternity Clinic,"Address: San Juan North,Cabiao, Nueva Ecija, Philippines",Category: Level 1/ Primary,Contact No.: 044-4862728
"Nueva Ecija Doctor's Hospital, Inc.","Address: Sumacab Este, Maharlika Highway, Cabanatuan City, Nueva Ecija, philippines",Category: Level 3/ Tertiary,Contact No.: 044-9401323/6890/0176
Premiere Medical Center,"Address: Daan Sarile, Maharlika Hi-way, Cabanatuan City, Nueva Ecija, Philippines",Category: Level 4/ Specialty,Contact No.: 044-4635868/6000267
"Immaculate Conception Medical Center of Central Luzon, Inc.","Address: Circumferential Road,San Juan, Accfa, Cabanatuan City, Nueva Ecija, Philippines",Category: Level 3/ Tertiary,Contact No.: 044-9400900/4262
"Good Samaritan Health Care System, Inc.","Address: Don Simeon Street, Bucana, Gapan City, Philippines",Category: Level 3/ Secondary,Contact No.: 044-4862365
Balitucan District Hospital,"Address: San Pablo, Magalang, Pampanga, Philippines",Category: Level 2/ Secondary,Contact no.: 045-8660400
Basa Airbase Hospital,"Address: Basa Airbase, Floridablanca, Pampanga, Philippines",Category: Level 2/ Secondary,Contact No.:045-9700299 local 3362
Mabalacat District Hospital,"Address: Dau, Mabalacat, Pampanga, Philippines",Category: Level 2/ Secondary,Contact No.: 045-3312801
St. Raphael Foundation & Medical Center,"Address: Mc Arthur Highway,Brgy. Camachiles, Dau, Mabalacat, Pampanga",Category: Level 3/ Tertiary,Contact No.:045-3311288/8922688/2374
Cabangan Infirmary,"Address: Dolores, Cabangan, Zmabales",Category:Level 1/Primary,Contact No.none
Clark Airbase Hospital,"Address: Ninoy Aquino Avenue, Clark Airbase, Clark, Pampanga, Philippines",Category: Level 1/ Primary,Contact No.: 045-5992014/15 loc. 6091/92
Our Lady of Mt.Carmel Medical Center - Clark,"Address: Ninoy Aquino Ave. CSEZ, Angeles City, Pampanga, Philippines",Category: Level 2/ Secondary,Contact No.: 045-8605977/8934369
Candelaria District Hospital,"Address: Yamat, Candelaria, Zambales",Category:Level 2/Secondary,Contact No.(6342) 585-4637
Rafael Lazatin Memorial Medical Center,"Address: Villa Rosario, Pampang, Angeles City, Pampanga, Philippines",Category: N/A,Contact No.: 045-322-4495/045-322-1222
Ospital Ng Sta. Cruz,"Address: Poblacion North, Sta. Cruz",Category:Level 2/Secondary,Contact No.047-8312590/2646/2177
Pres. Ramon Magsaysay Memorial Hospital,"Address:Brgy. Palanginan, Iba, Zambales",Category:Level 2/Secondary,Contact No.047-8117212
Angeles Medical Center,"Address: Rizal Street, Angeles, Pampanga, Philippines",Category: Level 3/ Tertiary,Contact No.: 045-3234448/8873139
San Marcelino District Hospital,"Address: Sto. Domingo, San Marcelino, Zambales",Category:Level 2/Secondary,Contact No.047-6232301
Mercedes Medical Center,"Address: 76 Sto. Entierro Street, Sto. Cristo, Angeles City, Pampanga, Philippines",Category: Level 2/ Secondary,Contact No.: 045-8872885/2882
James L. Gordon Memorial Hospital,"Address:1 Perimeter Rd, New Asinan, Olongapo City, Zambales",Category:Level 4/Specialty,Contact No.047-2224120 / 2237571/75
Holy Family Medical Center,"Address: 179,Sto. Entierro, Sto. Cristo, Angeles City, Pampanga, Philippines",Category: Level 2/ Secondary,Contact No.: 045-3223622/8886620
Mother of Perpetual Help Hospital,"Address: Sto. Entierro, Sto. Cristo, Angeles City, Pampanga, Philippines",Category: Level 2/ Secondary,Contact No.: 045-3227163/8880105
Afable Medical Center,"Address: 4 Afable St. East Bajac-Bajac, Olongapo City, Zambales",Category:Level 2/Secondary,Contact No.047-2225272
Dee Hwa Liong Foundation Medical Center,"Address: Sapang Maisac, Duquit, Mabalacat, Pampanga, Philippines",Category: Level 3/ Tertiary,Contact No.: 045-8883300/2888
Alferos Hospital,"Address: 74-A 20th St. East Bajac-Bajac, Olongapo City",Category:Level 2/Secondary,Contact No.047-2224605
Divine Spirit Hospital,"Address: 342 Sta. Rita, Olongapo City",Category: Level 1/Primary,Contact No.none
George Dewey Medical & Wellness Center,"Address: Bldg. 3000,Zamb Hi-way Upper CubiPoint SBFZ, Olongapo City",Category:Level 3/Tertiary,Contact No.Tel:+63 (047) 252-1804
Mother and Child Hospital,"Address: # 75 Kessing Street, New Asinan, Olongapo City",Category: Level 2/Secondary,Contact No.047-2223012; 2223356
Diosdado P. Macapagal Memorial Hospital,"Address: Sta. Rita,Guagua, Pampanga, Philippines",Category: Level 2/ Secondary,Contact No.: 045-9002734/2112/4672
Perpetual Help Hospital,"Address: # 75 - 18th St. East Bajac- Bajac, Olongapo City",Category:Level 2/Secondary,Contact No.047-2224153
Ridon's St Jude Medical Center,"Address: # 62-18th St. Corner Harris, St., E.B.B. Olongapo City",Category:Level 2/Secondary,Contact No.047-2224402
Sta. Cecilia Medical Center,"Address: #616 Ntl Rd. Palanginan, Zambales",Category:Level 2/Secondary,Contact No.047-8113317
Dr. Emigdio C. Cruz Sr. Memorial Hospital,"Address: San Agustin Norte, Arayat, Pampanga, Philippines",Category: Level 2/ Secondary,Contact No.: 045-8850737
Our Lady of Lourdes International Medical Center,"Address: 2 National Hi-way, Bo. Baretto, Olongapo City",Category:Level 3/Tertiary,Contact No.047-2236714
Escolastica Romero District Hospital,"Address: Plaza, San Nicolas 1st, Poblacion, Lubao, Pampanga, Philippines",Category: Level 2/ Secondary,Contact No.: 045-9716329 / 9716395
Salvador General Hospital,"Address: Romulo Hi-way, Palimbo, Camiling",Category:Level 2/Secondary,Contact No.045-9340130
Señor Sto. Niño Hospital,"Address: P. Burgos St., Poblacion, Camiling, Tarlac",Category: Level 3/Tertiary,Contact No.045-9340806/176
Gilberto O. Teodoro Memorial Hospital,"Address:Brgy. Malacampa, Camiling, Tarlac",Category:Level 2/Secondary,Contact No.045-9340310/0330
Camp Aquino Station Hospital,"Address: Camp Gen. S. Aquino, San Miguel",Tarlac,Category:Level 2/Secondary
Mexico Community Hospital,"Address:Mexico-Magalang Rd, San Carlos, Mexico City, Pampanga, Philippines",Category: N/A,Contact No.: N/A
Concepcion District Hospital,"Address: St. Jude Village, Brgy. Alfonso, Concepcion, Tarlac",Category:Level 2/Secondary,Contact No.045-9230852/0642
La Paz Medicare & Community Hospital,"Address: Catalan St. San Roque, La Paz, Tarlac",Category:Level 1/Primary,Contact No.045-6110679 / 4931908
Porac District Hospital,"Address: Babo Sacan, Porac, Pampanga, Philippines",Category: Level 2/ Secondary,Contact No.: 045-9630494
Romana Pangan District Hospital,"Address: San Jose, Floridablanca, Pampanga, Philippines",Category: Level 2/ Secondary,Contact No.: 045-970488
R.P. Rodriguez Memorial Hospital,"Address: Bulaon Resettlement, City of San Fernando, Pampanga, Philippines",Category: Level 2/ Secondary,Contact No.: 045-9634240; 8612336
Ospital Ning Capas,"Address: Municipal Comp., Sto. Domingo 2nd, Capas, Tarlac",Category:Level 1/Primary,Contact No.045-9250154/0408
San Luis District Hospital,"Address: Sta. Lucia,San Luis, Pampanga, Philippines",Category: Level 2/ Secondary,Contact No.: 045-9632102
Tarlac Provincial Hospital,"Address: Hospital Drive, San Vicente, Tarlac City",Category: Level 4/Specialty,Contact No.045-9820806
Jose B. Lingad Memorial Hospital,"Address: Brgy. Dolores, San Fernando City, Pampanga",Category: Level 4/Specialty - DOH Retained,Contact Number: 045-9613921 / 9632279
James L. Gordon Memorial Hospital,"Address: New Asinan, Olongapo, Pampanga, Philippines",Category: Level 4/ Specialty,Contact No.: 047-2224120 / 2237571/75
Capas Multi-specialty Hospital,"Address: MH del Pilar st. Sto. Rosario, Capas, Tarlac",Category:Level 1/Primary,Contact No.044-6150830/6151306
Arayat Medical & Maternity Hospital,"Address: Mangga, Cacutud, Arayat, Pampanga, Philippines",Category: Level 1/ Primary,Contact No.: 045-8857609
Divine Mercy Hospital,"Address: McArthur Hi-way, Anupul, Bamban, Tarlac",Category:Level 2/Secondary,Contact No.045-6150027/4930066
Clark Central Medical Center,"Address: TTE Bldg. Friendship Hi-way, Brgy. Anunas, Angeles City, Pampanga, Philippines",Category: Level 1/ Primary,Contact No.: 045-8930111
Dr. Eutiquio Ll. Atanacio Jr. Memorial Hospital (Formerly Sta. Rita Hospital),"Address: San Nicolas, Concepcion, Tarlac",Category: Level 2/Secondary,Contact No.045-9230240
Clinica Henson,"Address: 66 McArthur Highway, Angeles City, Philippines",Category: Level 2/ Secondary,Contact No.: 045-3226833/6261952
Manabat Maternity & General Hospital,"Address: Mc Arthur Highway, San Matias, Sto. Tomas, Pampanga, Philippines",Category: Level 2/ Secondary,Contact No.: 045-9613513/8602705
