Hospital_Names,Addresses,Category,Contact_Info
Arnaiz Hospital,"F.P. Felix Ave., San Isidro, Cainta, Rizal",Level 2/Secondary,645-6042 / 240-1977
Metro Rizal Doctors Hospital,"San Roque, Cainta, Rizal",Level 2/Secondary,656-9994/1892
"Sacred Heart Hospital of Malolos, Inc.","Dr. Peralta Street, Guinhawa Subdivision, Malolos City, Bulacan, Philippines",Level 2/ Secondary,
Baron-Yee Hospital,"Padada, Davao del Sur",Level 1/Primary,0918-3463464
Carlos Medical and Maternity Clinic,"911 Manila East Road, Looc, Cardona, Rizal",Level 1/Primary,401-5360
Tamondong-Delos Cientos Medical Clinic,"Quezon St., Padada",Level 1/Primary,
"Queen Mary Help of Christians Hospital, Inc.","Calahan, Cardona, Rizal",Level 2/Secondary,891-0437 / 691-0438
Sagrada Familia Hospital,"214 B. Aquino Avenue, Tangos, Baliaug, Bulacan, Philippines",Level 2/ Secondary,044-6734123/4535
San Diego General Hospital,"2992 Gov. Padilla Road, Banga 1st, Plaridel, Bulacan, Philippines",Level 2/ Secondary,044-7950064/7952145
Asilo Hospital,"Padada, Davao del Sur",Level 1/Primary,
San Pascual Baylon Maternity & General Hospital,"Provincial Road, Sto. Niño, Paombong, Bulacan, Philippines",Level 2/ Secondary,044-6652818
Morong Doctors Hospital,"San Juan, Morong, Rizal",Level 2/Secondary,691-5807
Ralota-Lagrada Medical Clinic,"Poblacion, Sta. Cruz",Level 1/Primary,
Cereville Medical Clinic(New),"Brioso Extension, Poblacion, Sta. Cruz",Level 1/Primary,
Santiago Pediatric Hospital,"JP. Rizal Street, Poblacion, Sta. Maria, Bulacan, Philippines",Level 1/ Primary,044-6411720
Magtabog General Hospital,Sta. Cruz Davao del Sur,Level 1/Primary,0920-9625098
Rodolfo Morales Medical Clinic,Sta. Maria Davao del Sur,Level 1/Primary,
San Geronimo General Hospital,"Taghangin, San Juan, Morong, Rizal",Level 2/Secondary,691-6241
Santissima Trinidad Hospital,"Mabini, Pinagbakahan, Malolos City, Bulacan, Philippines",Level 2/ Secondary,044-7917331/7906525
Sta. Maria Medical Clinic & Hospital,"Sta. Maria, Davao del Sur",Level 1/Primary,0920-5972697
"Santos General Hospital of Malolos, Inc.","F. Estrella Street, Sto. Rosario, Malolos City, Bulacan, Philippines",Level 2/ Secondary,044-7910559/0665
Diones Hospital,"Sulop, Davao del Sur",Level 1/Primary,0917-6110545
Sulop Medical Clinic,"Sulop, Davao del Sur",Level 1/Primary,0918-5015099
St. Francis of Assissi Maternity & General Hospital,"St. Francis Street, Gasak, Meycauayan, Bulacan Philippines",Level 2/ Secondary,044-8400019
Alterado General Hospital,"R. Castillo St., Agdao, Davao del Sul",Level 3/Tertiary,082-2223358
"St. Mary's Medical Services, Inc.","JP Rizal Street, Sta. Maria, Bulacan, Philippines",Level 2/ Secondary,044-6411416
Davao Medical School Foundation Hosp,"Bajada, Davao City",Level 3/Tertiary,082-2279330
St. Michael Family Hospital,"C. Santiago Street, Poblacion 2, Marilao, Bulacan, Philippines",Level 2/ Secondary,044-7111832 / 9330060
Gig. Oca Robles Seamen's Hospital,"R. Castillo St., Davao city",Level 3/Tertiary,082-2347185
United Balagtas Doctors Hospital Corporation,"516 Brgy. Wawa, Balagtas, Bulacan, Philippines",Level 2/ Secondary,044-6932062/2992
Principe Community Medical Hospital,"Baguio District, Davao City",Level 1/Primary,082-7051512
Davao Adventist Hospital,"Km. 7, McArthur Hi-way, Bangkal, Davao City",level 3/tertiary,
Clinica Isaguirre,"Calinan, Davao del Sur",Level 1/Primary,082-2950055
Meycauayan Doctor's Hospital Inc.,"Km.18, Mc Arthur Highway, Banga, Meycauayan, Bulacan, Philippines",Level 3/ Tertiary,044-8407918; 9353450
N-Med-Care Hospital,"143 A. Mabini, Burgos, Rodriguez, Rizal",Level 1/Primary,(092) 941-4031
H-Vill Hospital,"82 J.P. Rizal St., Manggahan, Rodriguez, Rizal",Level 2/Secondary,997-9627 / 997-8849
Clinica Feliciano II,"Calinan, Davao City",Level 1/Primary,082-2950070
Mt. Carmel Hospital Medical Center of Bulacan Corporation,"Address; Mc-Arthur Highway, Bunlo, Bocaue, Bulacan, Philippines",Level 3/ Tertiary,044-2786239
"St. Mattheus Medical Hospital, Inc.","60 Gen. Luna, Banaba, San Mateo, Rizal",Level 2/Secondary,997-3736/1741
"Dr. Lorenzo B. Principe Clinic And Drugstore, Inc.","Calinan, Davao City",Level 1/Primary,082-2950233
Nazarenus College Foundation Hospital,"133 Mc-Arthur Highway, Marilao- Meycauayan Boundary, Bulacan, Philippines",Level 3/ Tertiary,044-8407948/7115249
Isaac T. Robillo Memorial Hospital,"Calinan, Davao City",Level 2/Secondary,082-2950200
"St. Paul Hospital Bulacan, Inc.","187JP Rizal St.Biñang II, Bocaue, Bulacan, Philippines",Level 3/ Tertiary,044-6925964/2786123
Community Health And Development Cooperative Hospital,"Anda Riverside, City Proper, Davao City",Level 2/Secondary,082-2210808
Tanay Community Hospital,"60 Gen. Luna, Banaba, San Mateo, Rizal",Level 2/Secondary,654-0204
Carranglan Medicare & Community Hospital,"Quezon Street, Brgy. F.C., Otic, Carranglan, Nueva Ecija",,
Tanay General Hospital,"F.T. Catapusan St., Tanay, Rizal",Level 3/Tertiary,654-1049 / 693-1545
"Ricardo Limso Medical Center, Inc.",V. Ilustre St. Davao City,Level 4/Specialty,082-2263688
Fort Magsaysay Army Station Hospital,"7th ID, Fort Ramon Magsaysay, Palayan City, Nueva Ecija, Philippines",level 1/ Primary,044-9632116
Manila East Medical Center,"Manila East Road., Brgy. Dolores, Taytay, Rizal",Level 3/Tertiary,660-0000
"Brokenshire Integrated Health Ministries, Inc.","Madapo Hills, Davao City",Level 4/Tertiary,082-3053170
Dela Cerna Medical Clinic,"Mandug, Davao City",Level 1/Primary,082-3000223
Antipolo Doctors Hospital,"M.L. Quezon Ext., Dalig, Antipolo City, Rizal",Level 2/Secondary,697-2006 / 650-8269
Davao Doctors' Hospital,"118 E. Quirino Avenue, Davao city",Level 4/Specialty,082-2271927
Unciano Medical Center,"Circumferential Rd., San Roque, Antipolo City, Rizal",Level 3/Tertiary,697-0170
"San Pedro Hospital Of Davao City, Inc.",Guererro St. Davao City,Level 4/Specialty,082-2214950
Gabaldon Medicare & Community Hospital,"Sampaguita St. South Poblacion, Gabaldon, Nueva Ecija",Level 1/ Primary,0921-5564619
Blessed Trinity Maternity and Medical Hospital,"Bufer Bldg., Avatec Road, Marcos HIghway, Mayamot, Antipolo City, Rizal",Level 1/Primary,681-2755/5291
Gapan District Hospital,"Bayanihan, Gapan, Nueva Ecija, Philippines",Level 2/ Secondary,044-4863346; 4865046
"Mmgh And Health Services Coop., Inc.","Leon Garcia St., Sta. Ana, Davao City",level 3/tertiary,
Gen. Tinio Medicare & Community Hospital,"Brgy. San Pedro, Gulod, General Tinio, Nueva Ecija, Philippines",Level 1/ Primary,0926-3539242
Holy Spirit Of Mintal Clinic,"Sampaguita St., Mintal Davo City",Level 2/Secondary,082-2930236
Integrated City Health Office (formerly Palayan City Emergency Hospital),"Caimito, Palayan City, Nueva Ecija, Philippines",Level 1/ Primary,044-9581568
Soriano-Leyble Medical and Maternity Hospital,"144 San Jose St., San Isidro, Antipolo City, Rizal",Level 1/Primary,697-1659 / 630-6869
"Cabiao General Hospital, Inc.","San Fernando Sur, Cabiao, Nueva Ecija, Philippines",Level 2/ Secondary,044-4866337
Antipolo City Medical Hospital,"126 Sumulong Highway, Antipolo City, Rizal",Level 2/Secondary,646-4326 / 646-4647
Buda Community Health Care Center,"Marilog District, Davao City",Level 1/Primary,
St. Felix Hospital,"Toril, Davao City",Level 1/Primary,
Malta Medical Center,"Toril, Davao City",Level 1/Primary,082-2914188
Bullecer Medical Clinic,"Rasay St., Toril, Davao City",Level 1/Primary,082-2910723
Davao Mediquest Hospital Inc.,"Kik's Bldg., Saavedra St., Toril, Davao City",Level 2/Secondary,082-2910229
Ernesto Guadalope Medical Clinic & Laboratory,"Jamin St., San Nicolas, Dalilao, Toril, Davao City",Level 1/Primary,082-2911054
Malate Medical Clinic,"Toril, Davao City",Level 1/Primary,082-2910383
Dr. Apollo Duque Memorial Hospital,"5 San Juan North, Cabiao, Nueva Ecija, Philippines",Level 1/ Primary,044-4862904
St. John Hospital,"Rasay St., Toril, Davao City",Level 2/Secondary,082-2910365
Dr. Gloria Lacson General Hospital,"180 Castellano, San Leonardo, Nueva Ecija, Philippines",Level 2/ Secondary,044-4862432
St. Mary's General Hospital,"Toril, Davao City",Level 1/Primary,082-2910883
Acosta Clinic,"Toril, Davao City",Level 1/Primary,082-2914527
"Gen. Tinio Doctors & General Hospital, Corp.","Enrica Village, Concepcion, Gen. Tinio, Nueva Eci",,
St. Camillus Hospital,"Madang, Mati, Davao Orriental",Level 2/Secondary,087-3883682
Gonzales General Hospital,"Diversion Road, San Leonardo, Nueva, Ecija, Philippines",Level 2/ Secondary,044-6041314
Guimba General Hospital,"Bagain Street, Sta. Veronica Subdivision, Guimba, Nueva Ecija, Philippines",Level 2/ Secondary,044-6111416
St. John Medical & Maternity Clinic,"San Juan North,Cabiao, Nueva Ecija, Philippines",Level 1/ Primary,044-4862728
"Nueva Ecija Doctor's Hospital, Inc.","Sumacab Este, Maharlika Highway, Cabanatuan City, Nueva Ecija, philippines",Level 3/ Tertiary,044-9401323/6890/0176
Premiere Medical Center,"Daan Sarile, Maharlika Hi-way, Cabanatuan City, Nueva Ecija, Philippines",Level 4/ Specialty,044-4635868/6000267
"Immaculate Conception Medical Center of Central Luzon, Inc.","Circumferential Road,San Juan, Accfa, Cabanatuan City, Nueva Ecija, Philippines",Level 3/ Tertiary,044-9400900/4262
"Good Samaritan Health Care System, Inc.","Don Simeon Street, Bucana, Gapan City, Philippines",Level 3/ Secondary,044-4862365
Balitucan District Hospital,"San Pablo, Magalang, Pampanga, Philippines",Level 2/ Secondary,045-8660400
Basa Airbase Hospital,"Basa Airbase, Floridablanca, Pampanga, Philippines",Level 2/ Secondary,045-9700299 local 3362
Mabalacat District Hospital,"Dau, Mabalacat, Pampanga, Philippines",Level 2/ Secondary,045-3312801
St. Raphael Foundation & Medical Center,"Mc Arthur Highway,Brgy. Camachiles, Dau, Mabalacat, Pampanga",Level 3/ Tertiary,045-3311288/8922688/2374
Cabangan Infirmary,"Dolores, Cabangan, Zmabales",Level 1/Primary,
Clark Airbase Hospital,"Ninoy Aquino Avenue, Clark Airbase, Clark, Pampanga, Philippines",Level 1/ Primary,6091/92
Our Lady of Mt.Carmel Medical Center - Clark,"Ninoy Aquino Ave. CSEZ, Angeles City, Pampanga, Philippines",Level 2/ Secondary,045-8605977/8934369
Candelaria District Hospital,"Yamat, Candelaria, Zambales",Level 2/Secondary,(6342) 585-4637
Rafael Lazatin Memorial Medical Center,"Villa Rosario, Pampang, Angeles City, Pampanga, Philippines",,045-322-4495/045-322-1222
Ospital Ng Sta. Cruz,"Poblacion North, Sta. Cruz",Level 2/Secondary,047-8312590/2646/2177
Pres. Ramon Magsaysay Memorial Hospital,"Brgy. Palanginan, Iba, Zambales",Level 2/Secondary,047-8117212
Angeles Medical Center,"Rizal Street, Angeles, Pampanga, Philippines",Level 3/ Tertiary,045-3234448/8873139
San Marcelino District Hospital,"Sto. Domingo, San Marcelino, Zambales",Level 2/Secondary,047-6232301
Mercedes Medical Center,"76 Sto. Entierro Street, Sto. Cristo, Angeles City, Pampanga, Philippines",Level 2/ Secondary,045-8872885/2882
James L. Gordon Memorial Hospital,"1 Perimeter Rd, New Asinan, Olongapo City, Zambales",Level 4/Specialty,047-2224120 / 2237571/75
Holy Family Medical Center,"179,Sto. Entierro, Sto. Cristo, Angeles City, Pampanga, Philippines",Level 2/ Secondary,045-3223622/8886620
Mother of Perpetual Help Hospital,"Sto. Entierro, Sto. Cristo, Angeles City, Pampanga, Philippines",Level 2/ Secondary,045-3227163/8880105
Afable Medical Center,"4 Afable St. East Bajac-Bajac, Olongapo City, Zambales",Level 2/Secondary,047-2225272
Dee Hwa Liong Foundation Medical Center,"Sapang Maisac, Duquit, Mabalacat, Pampanga, Philippines",Level 3/ Tertiary,045-8883300/2888
Alferos Hospital,"74-A 20th St. East Bajac-Bajac, Olongapo City",Level 2/Secondary,047-2224605
Divine Spirit Hospital,"342 Sta. Rita, Olongapo City",Level 1/Primary,
George Dewey Medical & Wellness Center,"Bldg. 3000,Zamb Hi-way Upper CubiPoint SBFZ, Olongapo City",Level 3/Tertiary,+63 (047) 252-1804
Mother and Child Hospital,"# 75 Kessing Street, New Asinan, Olongapo City",Level 2/Secondary,047-2223012; 2223356
Diosdado P. Macapagal Memorial Hospital,"Sta. Rita,Guagua, Pampanga, Philippines",Level 2/ Secondary,045-9002734/2112/4672
Perpetual Help Hospital,"# 75 - 18th St. East Bajac- Bajac, Olongapo City",Level 2/Secondary,047-2224153
Ridon's St Jude Medical Center,"# 62-18th St. Corner Harris, St., E.B.B. Olongapo City",Level 2/Secondary,047-2224402
Sta. Cecilia Medical Center,"#616 Ntl Rd. Palanginan, Zambales",Level 2/Secondary,047-8113317
Dr. Emigdio C. Cruz Sr. Memorial Hospital,"San Agustin Norte, Arayat, Pampanga, Philippines",Level 2/ Secondary,045-8850737
Our Lady of Lourdes International Medical Center,"2 National Hi-way, Bo. Baretto, Olongapo City",Level 3/Tertiary,047-2236714
Escolastica Romero District Hospital,"Plaza, San Nicolas 1st, Poblacion, Lubao, Pampanga, Philippines",Level 2/ Secondary,045-9716329 / 9716395
Salvador General Hospital,"Romulo Hi-way, Palimbo, Camiling",Level 2/Secondary,045-9340130
Señor Sto. Niño Hospital,"P. Burgos St., Poblacion, Camiling, Tarlac",Level 3/Tertiary,045-9340806/176
Gilberto O. Teodoro Memorial Hospital,"Brgy. Malacampa, Camiling, Tarlac",Level 2/Secondary,045-9340310/0330
Camp Aquino Station Hospital,"Camp Gen. S. Aquino, San Miguel, Tarlac",level 2/secondary,
Mexico Community Hospital,"Mexico-Magalang Rd, San Carlos, Mexico City, Pampanga, Philippines",,
Concepcion District Hospital,"St. Jude Village, Brgy. Alfonso, Concepcion, Tarlac",Level 2/Secondary,045-9230852/0642
La Paz Medicare & Community Hospital,"Catalan St. San Roque, La Paz, Tarlac",Level 1/Primary,045-6110679 / 4931908
Porac District Hospital,"Babo Sacan, Porac, Pampanga, Philippines",Level 2/ Secondary,045-9630494
Romana Pangan District Hospital,"San Jose, Floridablanca, Pampanga, Philippines",Level 2/ Secondary,045-970488
R.P. Rodriguez Memorial Hospital,"Bulaon Resettlement, City of San Fernando, Pampanga, Philippines",Level 2/ Secondary,045-9634240; 8612336
Ospital Ning Capas,"Municipal Comp., Sto. Domingo 2nd, Capas, Tarlac",Level 1/Primary,045-9250154/0408
San Luis District Hospital,"Sta. Lucia,San Luis, Pampanga, Philippines",Level 2/ Secondary,045-9632102
Tarlac Provincial Hospital,"Hospital Drive, San Vicente, Tarlac City",Level 4/Specialty,045-9820806
Jose B. Lingad Memorial Hospital,"Brgy. Dolores, San Fernando City, Pampanga",Level 4/Specialty - DOH Retained,045-9613921 / 9632279
James L. Gordon Memorial Hospital,"New Asinan, Olongapo, Pampanga, Philippines",Level 4/ Specialty,047-2224120 / 2237571/75
Capas Multi-specialty Hospital,"MH del Pilar st. Sto. Rosario, Capas, Tarlac",Level 1/Primary,044-6150830/6151306
Arayat Medical & Maternity Hospital,"Mangga, Cacutud, Arayat, Pampanga, Philippines",Level 1/ Primary,045-8857609
Divine Mercy Hospital,"McArthur Hi-way, Anupul, Bamban, Tarlac",Level 2/Secondary,045-6150027/4930066
Clark Central Medical Center,"TTE Bldg. Friendship Hi-way, Brgy. Anunas, Angeles City, Pampanga, Philippines",Level 1/ Primary,045-8930111
Dr. Eutiquio Ll. Atanacio Jr. Memorial Hospital (Formerly Sta. Rita Hospital),"San Nicolas, Concepcion, Tarlac",Level 2/Secondary,045-9230240
Clinica Henson,"66 McArthur Highway, Angeles City, Philippines",Level 2/ Secondary,045-3226833/6261952
Manabat Maternity & General Hospital,"Mc Arthur Highway, San Matias, Sto. Tomas, Pampanga, Philippines",Level 2/ Secondary,045-9613513/8602705
Gerona Hospital of the Sacred Heart,"Abagon, Gerona, Tarlac",Level 2/Secondary,045-9310977
"Our Lady of Rosary Hospital,Inc.","6 Talag Street, Macabebe, Pampanga, Philippines",Level 2/ Secondary,045-9211215
Holy Trinity Hospital,"505 Quezon St. San Miguel, Tarlac City",Level 1/Primary,045-9850446; 9850510
Pampanga EENT & General Hospital,"17 San Nicolas, City of San Fernando, Pampanga, Philippines",Level 2/ Secondary,045-9612751/8603849
Immaculate Concepcion Polyclinic & Hospital,"Green Village, Concepcion, Tarlac",Level 2/Secondary,045-9230537
Rosario Memorial Hospital,"San Roque, Guagua, Pampanga, Philippines",Level 2/ Secondary,045-9004086/0290/0954
Jowell General Hospital,"1 Magallanes St., Coral, Paniqui, Tarlac",Level 2/Secondary,045-9310409; 9310050
Miguel Clinic,"464 Estacion, Paniqui, Tarlac",Level 1/Primary,045-9311476
Angeles University Foundation Hospital,"Mc-Arthur Highway, Angeles City, Pampanga, Philippines",Level 4/ Specialty,045-6252999/6262054/55
Dee Hwa Liong Foundation Medical Center - Angeles Branch,"Henson Street, Brgy. Agapito del Rosario, Angeles City, Pampanga, Philippines",Level 3/ Tertiary,045-3238888/1333
M. Napeñas Multispecialty Hospital,"Sta. Rita,Concepcion, Tarlac",Level 1/Primary,045-9230819
Rayos-Valentin Hospital,"Baltazar Subd., Pob. Norte, Paniqui, Tarlac",level 2/secondary,
Sing Med. Services Diagnostic Center Hospital,"4 Baltazar Subd., Paniqui, Tarlac",Level 1/Primary,045-9312761/9312762
Dr. Amando L. Garcia Medical Center,"648 Rizal Street, Angeles City, Pampanga, Philippines",Level 3/ Tertiary,045-8888992/2571
St. Rose Hospital,"Samput, Paniqui, Tarlac",Level 1/Primary,(045)931- 1111
Mother Theresa of Calcutta Medical Center,"Maimpis, City of San Fernando, Pampanga, Philippines",Level 3/ Tertiary,045-6363470
Our Lady of Mt. Carmel Medical Center,"Km 78 Mc-Arthur Highway, Saguin, City of San Fernando, Pampanga, philippines",Level 4/ Specialty,045-8605977/6366505
Central Luzon Doctors' Hospital,"Hospital Drive, San Vicente, Tarlac City",Level 4/Specialty,045-9820806/4430
Pampanga Medical Specialist Hospital,"KM 80 O-G Road, San Antonio, Guagua, Pampanga, Philippines",Level 3/ Tertiary,045-9633055
Ramos General Hospital,"P. Hilario, Ligtasan St. Tarlac City",Level 3/Tertiary,045-9827074/542
Sacred Heart Medical Center,"McArthur Highway, Sto. Domingo, Angeles City, Pampanga, Philippines",Level 3/ Tertiary,045-6257876
Jecsons' Medical Center,"McArthur Hi-way,San Nicolas, Tarlac City",Level 3/Tertiary,045-9825501/5507/4353
San Fernandino Hospital and Medical Center,"Brgy. Dolores, City of San Fernando, Pampanga, Philippines",Level 3/ Tertiary,045-9613377/9615105
Talon General Hospital,"F. Tañedo Street, Tarlac City",Level 3/Tertiary,045-9820239/1400/5415/3889 fax
St. Catherine of Alexandria Foundation & Medical Center,"4163 Rizal Street, Angeles City, pampanga, Philippines",Level 3/ Tertiary,045-8887209; 3222941
V.L. Makabali Memorial Hospital,"B. Mendoza Street Sto. Rosario, City of San Fernando, Pampanga, Philippines",Level 3/ Tertiary,045-9612234/8601887
Ceferino L. Jimenez Child Clinic,"V. Tiomico Street, City of San Fernando, Pampanga, Philippines",Level 1/ Primary,045-9612155
R.S. Clinic and Hospital,"5038, Rizal St. Agapito del Rosario, Angeels City",Level 1/Primary,045-8887752
St. Claire Psychiatric Home Care,"474 Mc-Arthur Hi-way, Juliana, City of San Fernando",,(045)961-0480
D.H. Polintan Medical Clinic,"Poblacion, Macabebe, Pampanga, Philippines",Level 1/ Primary,045-9211414
E.D. Lim Maternity & General Hospital,"Mc-Arthur Hi-way, San Vicente, Apalit, Pampanga, Philippines",Level 2/ Secondary,045-3028215/8790213
Holy Trinity Plazang Luma Medical Clinic,"Plazang Luma, Arayat, Pampanga, Philippines",Level 1/ Primary,045-8850565
W.G. Cortez Medical & Diagnotic Clinic,"National Hi-way, Plazang Luma, Arayat",,Pampanga
Jesus A. Datu Medical Center,"San Vicente, Bacolor, Pampanga, Philippines",,
Lingap Specialty Hospital,"Plazang Luma, Arayat, Pampanga, Philippines",,
Yabut-Pangan Medical Clinic,"289 Sto. Niño, Guagua, Pampanga",Level 1/ Primary,
